taxonomy_old	taxonomy_new	taxonomy_id_new
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__GGB335|s__GGB335_SGB39625|t__SGB39625	k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB129|o__OFGB129|f__FGB129|g__GGB335|s__GGB335_SGB39625|t__SGB39625	2157|2283796||||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB79683|s__GGB79683_SGB21436|t__SGB21436	k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB21436|t__SGB21436	2|||||||
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB4687|s__GGB4687_SGB6484|t__SGB6484	k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776|f__FGB1776|g__GGB4687|s__GGB4687_SGB6484|t__SGB6484	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB10344|o__OFGB10344|f__FGB10344|g__GGB31767|s__GGB31767_SGB65092|t__SGB65092	k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB31767|s__GGB31767_SGB65092|t__SGB65092	2|1239||||||
k__Archaea|p__Euryarchaeota|c__CFGB125|o__OFGB125|f__FGB125|g__GGB54006|s__GGB54006_SGB75185|t__SGB75185	k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB125|o__OFGB125|f__FGB125|g__GGB54006|s__GGB54006_SGB75185|t__SGB75185	2157|2283796||||||
k__Bacteria|p__Bacteroidetes|c__CFGB76233|o__OFGB76233|f__FGB76233|g__GGB71516|s__GGB71516_SGB98135|t__SGB98135	k__Bacteria|p__Bacteroidetes|c__CFGB74945|o__OFGB74945|f__FGB74945|g__GGB71516|s__GGB71516_SGB98135|t__SGB98135	2|976||||||
k__Bacteria|p__Cyanobacteria|c__CFGB55397|o__OFGB55397|f__FGB55397|g__GGB76820|s__GGB76820_SGB104233|t__SGB104233	k__Bacteria|p__Cyanobacteria|c__CFGB55397|o__OFGB55397|f__FGB55397|g__GGB77762|s__GGB77762_SGB104233|t__SGB104233	2|1117||||||
k__Bacteria|p__Firmicutes|c__CFGB1320|o__OFGB1320|f__FGB1320|g__GGB3160|s__GGB3160_SGB4174|t__SGB4174	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3160|s__GGB3160_SGB4174|t__SGB4174	2|1239|186801|186802|216572|||
k__Bacteria|p__Bacteroidetes|c__CFGB76048|o__OFGB76048|f__FGB76048|g__GGB27771|s__GGB27771_SGB40185|t__SGB40185	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB27771|s__GGB27771_SGB40185|t__SGB40185	2|976|200643|171549|171550|||
k__Bacteria|p__Firmicutes|c__CFGB76352|o__OFGB76352|f__FGB76352|g__GGB4562|s__GGB4562_SGB6298|t__SGB6298	k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4562|s__GGB4562_SGB6298|t__SGB6298	2|1239||||||
k__Bacteria|p__Actinobacteria|c__CFGB76084|o__OFGB76084|f__FGB76084|g__GGB49206|s__GGB49206_SGB48950|t__SGB48950	k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Acidimicrobiales_unclassified|g__GGB49206|s__GGB49206_SGB48950|t__SGB48950	2|201174|84992|84993||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30453|s__GGB30453_SGB63219|t__SGB63219	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB79478|s__GGB79478_SGB63219|t__SGB63219	2|1239|186801|186802|216572|||
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__GGB14953|s__GGB14953_SGB22619|t__SGB22619	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__GGB14953|s__GGB14953_SGB22619|t__SGB22619	2|1224|28216|206389|2008794|||
k__Bacteria|p__Gemmatimonadetes|c__CFGB57758|o__OFGB57758|f__FGB57758|g__GGB78234|s__GGB78234_SGB106616|t__SGB106616	k__Bacteria|p__Gemmatimonadetes|c__CFGB57758|o__OFGB57758|f__FGB57758|g__GGB76559|s__GGB76559_SGB106616|t__SGB106616	2|142182||||||
k__Bacteria|p__Proteobacteria|c__CFGB13104|o__OFGB13104|f__FGB13104|g__GGB6610|s__GGB6610_SGB9344|t__SGB9344	k__Bacteria|p__Proteobacteria|c__CFGB2404|o__OFGB2404|f__FGB2404|g__GGB6610|s__GGB6610_SGB9344|t__SGB9344	2|1224||||||
k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB127|o__OFGB127|f__FGB127|g__GGB312|s__GGB312_SGB39589|t__SGB39589	k__Archaea|p__Euryarchaeota|c__CFGB127|o__OFGB127|f__FGB127|g__GGB312|s__GGB312_SGB39589|t__SGB39589	2157|28890||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4590|s__GGB4590_SGB6349|t__SGB6349	k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4590|s__GGB4590_SGB6349|t__SGB6349	2|1239||||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Robinsoniella|s__Robinsoniella_SGB54315|t__SGB54315	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB37488|s__GGB37488_SGB54315|t__SGB54315	2|1239|186801|||||
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__GGB40610|s__GGB40610_SGB45784|t__SGB45784	k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB54018|o__OFGB54018|f__FGB54018|g__GGB40610|s__GGB40610_SGB45784|t__SGB45784	2157|2283796||||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB79688|s__GGB79688_SGB59770|t__SGB59770	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28790|s__GGB28790_SGB59770|t__SGB59770	2|1239|186801|186802|186806|||
k__Bacteria|p__Bacteroidetes|c__CFGB30328|o__OFGB30328|f__FGB30328|g__GGB1559|s__GGB1559_SGB2146|t__SGB2146	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1559|s__GGB1559_SGB2146|t__SGB2146	2|976|200643|171549|2005473|||
k__Bacteria|p__Ignavibacteriae|c__CFGB42551|o__OFGB42551|f__FGB42551|g__GGB68788|s__GGB68788_SGB92796|t__SGB92796	k__Bacteria|p__Ignavibacteriae|c__CFGB24900|o__OFGB24900|f__FGB24900|g__GGB68788|s__GGB68788_SGB92796|t__SGB92796	2|1134404||||||
k__Bacteria|p__Armatimonadetes|c__CFGB76222|o__OFGB76222|f__FGB76222|g__GGB58714|s__GGB58714_SGB80388|t__SGB80388	k__Bacteria|p__Armatimonadetes|c__CFGB58712|o__OFGB58712|f__FGB58712|g__GGB58714|s__GGB58714_SGB80388|t__SGB80388	2|67819||||||
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__GGB44499|s__GGB44499_SGB61930|t__SGB61930	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified|f__Betaproteobacteria_unclassified|g__GGB44499|s__GGB44499_SGB61930|t__SGB61930	2|1224|28216|||||
k__Bacteria|p__Bacteroidetes|c__CFGB7866|o__OFGB7866|f__FGB7866|g__GGB24636|s__GGB24636_SGB36499|t__SGB36499	k__Bacteria|p__Gemmatimonadetes|c__CFGB7866|o__OFGB7866|f__FGB7866|g__GGB24636|s__GGB24636_SGB36499|t__SGB36499	2|142182||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB6518|s__GGB6518_SGB9205|t__SGB9205	k__Bacteria|p__Lentisphaerae|c__CFGB2378|o__OFGB2378|f__FGB2378|g__GGB6518|s__GGB6518_SGB9205|t__SGB9205	2|256845||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9674|s__GGB9674_SGB15173|t__SGB15173	k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9674|s__GGB9674_SGB15173|t__SGB15173	2|1239||||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB1523|s__GGB1523_SGB2105|t__SGB2105	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1523|s__GGB1523_SGB2105|t__SGB2105	2|976|200643|171549|2005473|||
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_SGB36986|t__SGB36986	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB25063|s__GGB25063_SGB36986|t__SGB36986	2|1239|186801|186802|186803|||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4549|s__GGB4549_SGB6271|t__SGB6271	k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4549|s__GGB4549_SGB6271|t__SGB6271	2|1239||||||
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__GGB26464|s__GGB26464_SGB38629|t__SGB38629	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__GGB26464|s__GGB26464_SGB38629|t__SGB38629	2|1224|28216|206389|2008794|||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB40811|s__GGB40811_SGB45820|t__SGB45820	k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB32152|o__OFGB32152|f__FGB32152|g__GGB40811|s__GGB40811_SGB45820|t__SGB45820	2157|2283796||||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28988|s__GGB28988_SGB41701|t__SGB41701	k__Bacteria|p__Firmicutes|c__CFGB8120|o__OFGB8120|f__FGB8120|g__GGB28988|s__GGB28988_SGB41701|t__SGB41701	2|1239||||||
k__Bacteria|p__Bacteroidetes|c__CFGB76431|o__OFGB76431|f__FGB76431|g__GGB77211|s__GGB77211_SGB104639|t__SGB104639	k__Bacteria|p__Bacteroidetes|c__CFGB74757|o__OFGB74757|f__FGB74757|g__GGB77760|s__GGB77760_SGB104639|t__SGB104639	2|976||||||
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB23620|o__OFGB23620|f__FGB23620|g__GGB76341|s__GGB76341_SGB103744|t__SGB103744	k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB23620|o__OFGB23620|f__FGB23620|g__GGB76209|s__GGB76209_SGB103744|t__SGB103744	2|95818||||||
k__Bacteria|p__Bacteroidetes|c__CFGB76224|o__OFGB76224|f__FGB76224|g__GGB23932|s__GGB23932_SGB35676|t__SGB35676	k__Bacteria|p__Bacteroidetes|c__CFGB74948|o__OFGB74948|f__FGB74948|g__GGB23932|s__GGB23932_SGB35676|t__SGB35676	2|976||||||
k__Bacteria|p__Proteobacteria|c__CFGB37222|o__OFGB37222|f__FGB37222|g__GGB74636|s__GGB74636_SGB64921|t__SGB64921	k__Bacteria|p__Proteobacteria|c__CFGB37222|o__OFGB37222|f__FGB37222|g__GGB36211|s__GGB36211_SGB64921|t__SGB64921	2|1224||||||
k__Bacteria|p__Firmicutes|c__CFGB76170|o__OFGB76170|f__FGB76170|g__GGB28392|s__GGB28392_SGB40972|t__SGB40972	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28392|s__GGB28392_SGB40972|t__SGB40972	2|1239|186801|||||
k__Bacteria|p__Firmicutes|c__CFGB1307|o__OFGB1307|f__FGB1307|g__GGB3128|s__GGB3128_SGB4141|t__SGB4141	k__Bacteria|p__Firmicutes|c__CFGB9500|o__OFGB9500|f__FGB9500|g__GGB3128|s__GGB3128_SGB4141|t__SGB4141	2|1239||||||
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__GGB49845|s__GGB49845_SGB69832|t__SGB69832	k__Bacteria|p__Spirochaetes|c__CFGB4777|o__OFGB4777|f__FGB4777|g__GGB49845|s__GGB49845_SGB69832|t__SGB69832	2|203691||||||
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB12528|o__OFGB12528|f__FGB12528|g__GGB54356|s__GGB54356_SGB75575|t__SGB75575	k__Bacteria|p__Firmicutes|c__CFGB12528|o__OFGB12528|f__FGB12528|g__GGB54356|s__GGB54356_SGB75575|t__SGB75575	2|1239||||||
k__Bacteria|p__Bacteroidetes|c__CFGB658|o__OFGB658|f__FGB658|g__GGB80162|s__GGB80162_SGB70451|t__SGB70451	k__Bacteria|p__Bacteroidetes|c__CFGB658|o__OFGB658|f__FGB658|g__GGB76931|s__GGB76931_SGB70451|t__SGB70451	2|976||||||
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_SGB65959|t__SGB65959	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB47969|s__GGB47969_SGB65959|t__SGB65959	2|1239|186801|186802|186803|||
k__Bacteria|p__Firmicutes|c__CFGB76347|o__OFGB76347|f__FGB76347|g__GGB42689|s__GGB42689_SGB59892|t__SGB59892	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB42689|s__GGB42689_SGB59892|t__SGB59892	2|1239|186801|186802|186803|||
k__Bacteria|p__Firmicutes|c__CFGB4881|o__OFGB4881|f__FGB4881|g__GGB14025|s__GGB14025_SGB14906|t__SGB14906	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__GGB9509|s__GGB9509_SGB14906|t__SGB14906	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB76472|o__OFGB76472|f__FGB76472|g__GGB42057|s__GGB42057_SGB59197|t__SGB59197	k__Bacteria|p__Firmicutes|c__CFGB10253|o__OFGB10253|f__FGB10253|g__GGB42057|s__GGB42057_SGB59197|t__SGB59197	2|1239||||||
k__Bacteria|p__Bacteroidetes|c__CFGB76654|o__OFGB76654|f__FGB76654|g__GGB46710|s__GGB46710_SGB64585|t__SGB64585	k__Bacteria|p__Bacteroidetes|c__CFGB46710|o__OFGB46710|f__FGB46710|g__GGB46710|s__GGB46710_SGB64585|t__SGB64585	2|976||||||
k__Bacteria|p__candidate_division_NC10|c__CFGB76687|o__OFGB76687|f__FGB76687|g__GGB2829|s__GGB2829_SGB95368|t__SGB95368	k__Bacteria|p__Acidobacteria|c__CFGB74788|o__OFGB74788|f__FGB74788|g__GGB2829|s__GGB2829_SGB95368|t__SGB95368	2|57723||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4723|s__GGB4723_SGB6541|t__SGB6541	k__Bacteria|p__Firmicutes|c__CFGB1780|o__OFGB1780|f__FGB1780|g__GGB4723|s__GGB4723_SGB6541|t__SGB6541	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB76254|o__OFGB76254|f__FGB76254|g__GGB71279|s__GGB71279_SGB97356|t__SGB97356	k__Bacteria|p__Firmicutes|c__CFGB75011|o__OFGB75011|f__FGB75011|g__GGB71279|s__GGB71279_SGB97356|t__SGB97356	2|1239||||||
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Aquabacterium|s__Aquabacterium_SGB14327|t__SGB14327	k__Bacteria|p__Actinobacteria|c__CFGB12107|o__OFGB12107|f__FGB12107|g__GGB9354|s__GGB9354_SGB14327|t__SGB14327	2|201174||||||
k__Bacteria|p__Proteobacteria|c__CFGB39844|o__OFGB39844|f__FGB39844|g__GGB41807|s__GGB41807_SGB80391|t__SGB80391	k__Bacteria|p__Aquificae|c__CFGB39844|o__OFGB39844|f__FGB39844|g__GGB41807|s__GGB41807_SGB80391|t__SGB80391	2|200783||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4586|s__GGB4586_SGB6344|t__SGB6344	k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4586|s__GGB4586_SGB6344|t__SGB6344	2|1239||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4723|s__GGB4723_SGB6540|t__SGB6540	k__Bacteria|p__Firmicutes|c__CFGB1780|o__OFGB1780|f__FGB1780|g__GGB4723|s__GGB4723_SGB6540|t__SGB6540	2|1239||||||
k__Bacteria|p__Bacteroidetes|c__CFGB7518|o__OFGB7518|f__FGB7518|g__GGB28046|s__GGB28046_SGB40528|t__SGB40528	k__Bacteria|p__Bacteroidetes|c__CFGB7518|o__OFGB7518|f__FGB7518|g__GGB28047|s__GGB28047_SGB40528|t__SGB40528	2|976||||||
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB24249|s__GGB24249_SGB49893|t__SGB49893	k__Bacteria|p__Bacteroidetes|c__CFGB775|o__OFGB775|f__FGB775|g__GGB24249|s__GGB24249_SGB49893|t__SGB49893	2|976||||||
k__Bacteria|p__Verrucomicrobia|c__CFGB46750|o__OFGB46750|f__FGB46750|g__GGB80164|s__GGB80164_SGB94296|t__SGB94296	k__Bacteria|p__Verrucomicrobia|c__CFGB12641|o__OFGB12641|f__FGB12641|g__GGB61554|s__GGB61554_SGB94296|t__SGB94296	2|74201||||||
k__Bacteria|p__Proteobacteria|c__CFGB13316|o__OFGB13316|f__FGB13316|g__GGB74023|s__GGB74023_SGB50872|t__SGB50872	k__Bacteria|p__Bacteroidetes|c__CFGB13316|o__OFGB13316|f__FGB13316|g__GGB74023|s__GGB74023_SGB50872|t__SGB50872	2|976||||||
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1635|t__SGB1635	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_clade_D|t__SGB1635	2|976|200643|171549|171552|838|165179|
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9595|s__GGB9595_SGB15018|t__SGB15018	k__Bacteria|p__Firmicutes|c__CFGB3035|o__OFGB3035|f__FGB3035|g__GGB9595|s__GGB9595_SGB15018|t__SGB15018	2|1239||||||
k__Archaea|p__Euryarchaeota|c__CFGB125|o__OFGB125|f__FGB125|g__GGB27332|s__GGB27332_SGB39583|t__SGB39583	k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB125|o__OFGB125|f__FGB125|g__GGB27332|s__GGB27332_SGB39583|t__SGB39583	2157|2283796||||||
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__GGB1379|s__GGB1379_SGB48439|t__SGB48439	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB1379|s__GGB1379_SGB48439|t__SGB48439	2|976|200643|171549|815|||
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri_clade_E|t__SGB1617	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_hominis|t__SGB1617	2|976|200643|171549|171552|838|2518605|
k__Bacteria|p__Proteobacteria|c__CFGB76528|o__OFGB76528|f__FGB76528|g__GGB9074|s__GGB9074_SGB9349|t__SGB9349	k__Bacteria|p__Proteobacteria|c__CFGB2404|o__OFGB2404|f__FGB2404|g__GGB6614|s__GGB6614_SGB9349|t__SGB9349	2|1224||||||
k__Bacteria|p__Bacteroidetes|c__CFGB76571|o__OFGB76571|f__FGB76571|g__GGB971|s__GGB971_SGB1256|t__SGB1256	k__Bacteria|p__Bacteroidetes|c__CFGB463|o__OFGB463|f__FGB463|g__GGB971|s__GGB971_SGB1256|t__SGB1256	2|976||||||
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB79854|s__GGB79854_SGB41664|t__SGB41664	k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB28955|s__GGB28955_SGB41664|t__SGB41664	2|||||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB33814|s__GGB33814_SGB1257|t__SGB1257	k__Bacteria|p__Bacteroidetes|c__CFGB463|o__OFGB463|f__FGB463|g__GGB33814|s__GGB33814_SGB1257|t__SGB1257	2|976||||||
k__Bacteria|p__Bacteroidetes|c__CFGB74567|o__OFGB74567|f__FGB74567|g__GGB1514|s__GGB1514_SGB2094|t__SGB2094	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1514|s__GGB1514_SGB2094|t__SGB2094	2|976|200643|171549|2005473|||
k__Bacteria|p__Firmicutes|c__CFGB76084|o__OFGB76084|f__FGB76084|g__GGB28645|s__GGB28645_SGB94922|t__SGB94922	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28645|s__GGB28645_SGB94922|t__SGB94922	2|1239|186801|186802|186806|||
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_SGB4573|t__SGB4573	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3433|s__GGB3433_SGB4573|t__SGB4573	2|1239|186801|186802|186803|||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3174|s__GGB3174_SGB4188|t__SGB4188	k__Bacteria|p__Firmicutes|c__CFGB1325|o__OFGB1325|f__FGB1325|g__GGB3174|s__GGB3174_SGB4188|t__SGB4188	2|1239||||||
k__Bacteria|p__Bacteroidetes|c__CFGB76004|o__OFGB76004|f__FGB76004|g__GGB28250|s__GGB28250_SGB40793|t__SGB40793	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__GGB28250|s__GGB28250_SGB40793|t__SGB40793	2|976|200643|171549|1853231|||
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1671|s__GGB1671_SGB2287|t__SGB2287	k__Bacteria|p__Bacteroidetes|c__CFGB11652|o__OFGB11652|f__FGB11652|g__GGB1671|s__GGB1671_SGB2287|t__SGB2287	2|976||||||
k__Bacteria|p__Actinobacteria|c__CFGB9287|o__OFGB9287|f__FGB9287|g__GGB37167|s__GGB37167_SGB62963|t__SGB62963	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB62963|t__SGB62963	2|201174|84998|84999|84107|102106||
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Piscinibacter|s__Piscinibacter_SGB44477|t__SGB44477	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB31183|s__GGB31183_SGB44477|t__SGB44477	2|1239|526524|526525|128827|||
k__Bacteria|p__Tenericutes|c__CFGB4762|o__OFGB4762|f__FGB4762|g__GGB13811|s__GGB13811_SGB21191|t__SGB21191	k__Bacteria|p__Firmicutes|c__CFGB4762|o__OFGB4762|f__FGB4762|g__GGB13811|s__GGB13811_SGB21191|t__SGB21191	2|1239||||||
k__Bacteria|p__Bacteroidetes|c__CFGB9571|o__OFGB9571|f__FGB9571|g__GGB45918|s__GGB45918_SGB63647|t__SGB63647	k__Bacteria|p__Candidatus_Roizmanbacteria|c__CFGB41902|o__OFGB41902|f__FGB41902|g__GGB45918|s__GGB45918_SGB63647|t__SGB63647	2|1752723||||||
k__Bacteria|p__Firmicutes|c__CFGB60970|o__OFGB60970|f__FGB60970|g__GGB78940|s__GGB78940_SGB105432|t__SGB105432	k__Bacteria|p__Firmicutes|c__CFGB60970|o__OFGB60970|f__FGB60970|g__GGB76170|s__GGB76170_SGB105432|t__SGB105432	2|1239||||||
k__Bacteria|p__Proteobacteria|c__CFGB42479|o__OFGB42479|f__FGB42479|g__GGB73915|s__GGB73915_SGB52637|t__SGB52637	k__Bacteria|p__Proteobacteria|c__CFGB42479|o__OFGB42479|f__FGB42479|g__GGB73914|s__GGB73914_SGB52637|t__SGB52637	2|1224||||||
k__Bacteria|p__Firmicutes|c__CFGB76331|o__OFGB76331|f__FGB76331|g__GGB48567|s__GGB48567_SGB66627|t__SGB66627	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB48567|s__GGB48567_SGB66627|t__SGB66627	2|1239|526524|526525|128827|||
k__Bacteria|p__Proteobacteria|c__CFGB9617|o__OFGB9617|f__FGB9617|g__GGB31008|s__GGB31008_SGB44264|t__SGB44264	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__GGB31008|s__GGB31008_SGB44264|t__SGB44264	2|1224|29547|213849|72293|||
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__GGB79947|s__GGB79947_SGB6617|t__SGB6617	k__Bacteria|p__Firmicutes|c__CFGB4761|o__OFGB4761|f__FGB4761|g__GGB4781|s__GGB4781_SGB6617|t__SGB6617	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB76432|o__OFGB76432|f__FGB76432|g__GGB70387|s__GGB70387_SGB94809|t__SGB94809	k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119|g__GGB70387|s__GGB70387_SGB94809|t__SGB94809	2|1239||||||
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__GGB77784|s__GGB77784_SGB107958|t__SGB107958	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__GGB77213|s__GGB77213_SGB107958|t__SGB107958	2|1224|28211|204441|433|||
