taxonomy_old	taxonomy_new	taxonomy_id_new
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__GGB9747|s__GGB9747_SGB15356|t__SGB15356	k__Bacteria|p__Firmicutes|c__CFGB3062|o__OFGB3062|f__FGB3062|g__GGB9747|s__GGB9747_SGB15356|t__SGB15356	2|1239||||||
k__Bacteria|p__Candidatus_Marinimicrobia|c__CFGB76617|o__OFGB76617|f__FGB76617|g__GGB60357|s__GGB60357_SGB82315|t__SGB82315	k__Bacteria|p__Candidatus_Marinimicrobia|c__CFGB74965|o__OFGB74965|f__FGB74965|g__GGB60357|s__GGB60357_SGB82315|t__SGB82315	2|62680||||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB46819|s__GGB46819_SGB64716|t__SGB64716	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__GGB46819|s__GGB46819_SGB64716|t__SGB64716	2|976|117743|200644|49546|||
k__Bacteria|p__Firmicutes|c__CFGB76106|o__OFGB76106|f__FGB76106|g__GGB3600|s__GGB3600_SGB47662|t__SGB47662	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3600|s__GGB3600_SGB47662|t__SGB47662	2|1239|186801|186802|186803|||
k__Bacteria|p__Bacteroidetes|c__CFGB42248|o__OFGB42248|f__FGB42248|g__GGB46504|s__GGB46504_SGB91066|t__SGB91066	k__Bacteria|p__Bacteroidetes|c__CFGB74903|o__OFGB74903|f__FGB74903|g__GGB46504|s__GGB46504_SGB91066|t__SGB91066	2|976||||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB29551|s__GGB29551_SGB42345|t__SGB42345	k__Bacteria|p__Firmicutes|c__CFGB1325|o__OFGB1325|f__FGB1325|g__GGB29551|s__GGB29551_SGB42345|t__SGB42345	2|1239||||||
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB79675|s__GGB79675_SGB86554|t__SGB86554	k__Bacteria|p__Actinobacteria|c__CFGB2777|o__OFGB2777|f__FGB2777|g__GGB43971|s__GGB43971_SGB86554|t__SGB86554	2|201174||||||
k__Bacteria|p__Firmicutes|c__CFGB8822|o__OFGB8822|f__FGB8822|g__GGB42994|s__GGB42994_SGB4746|t__SGB4746	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3550|s__GGB3550_SGB4746|t__SGB4746	2|1239|186801|186802|31979|||
k__Bacteria|p__Candidatus_Parcubacteria|c__CFGB3521|o__OFGB3521|f__FGB3521|g__GGB11261|s__GGB11261_SGB17978|t__SGB17978	k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB3521|o__OFGB3521|f__FGB3521|g__GGB11261|s__GGB11261_SGB17978|t__SGB17978	2|95818||||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB4694|s__GGB4694_SGB6493|t__SGB6493	k__Bacteria|p__Firmicutes|c__CFGB1777|o__OFGB1777|f__FGB1777|g__GGB4694|s__GGB4694_SGB6493|t__SGB6493	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB79776|s__GGB79776_SGB41413|t__SGB41413	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41413|t__SGB41413	2|1239|186801|186802|186803|||
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_SGB39602|t__SGB39602	k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB10853|o__OFGB10853|f__FGB10853|g__GGB27344|s__GGB27344_SGB39602|t__SGB39602	2157|2283796||||||
k__Bacteria|p__Bacteroidetes|c__CFGB59108|o__OFGB59108|f__FGB59108|g__GGB1568|s__GGB1568_SGB2155|t__SGB2155	k__Bacteria|p__Bacteroidetes|c__CFGB642|o__OFGB642|f__FGB642|g__GGB1568|s__GGB1568_SGB2155|t__SGB2155	2|976||||||
k__Bacteria|p__Proteobacteria|c__CFGB76404|o__OFGB76404|f__FGB76404|g__GGB6604|s__GGB6604_SGB9338|t__SGB9338	k__Bacteria|p__Proteobacteria|c__CFGB10055|o__OFGB10055|f__FGB10055|g__GGB6604|s__GGB6604_SGB9338|t__SGB9338	2|1224||||||
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__GGB9082|s__GGB9082_SGB14007|t__SGB14007	k__Bacteria|p__Firmicutes|c__CFGB2837|o__OFGB2837|f__FGB2837|g__GGB9082|s__GGB9082_SGB14007|t__SGB14007	2|1239||||||
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__GGB47954|s__GGB47954_SGB65944|t__SGB65944	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB47954|s__GGB47954_SGB65944|t__SGB65944	2|1239|526524|526525|128827|||
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacteriaceae_unclassified|s__Enterobacteriaceae_unclassified_SGB82140|t__SGB82140	k__Bacteria|p__Actinobacteria|c__CFGB24887|o__OFGB24887|f__FGB24887|g__GGB43900|s__GGB43900_SGB82140|t__SGB82140	2|201174||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4601|s__GGB4601_SGB6364|t__SGB6364	k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4601|s__GGB4601_SGB6364|t__SGB6364	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB49623|o__OFGB49623|f__FGB49623|g__GGB9276|s__GGB9276_SGB14228|t__SGB14228	k__Bacteria|p__Firmicutes|c__CFGB2933|o__OFGB2933|f__FGB2933|g__GGB9276|s__GGB9276_SGB14228|t__SGB14228	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB76158|o__OFGB76158|f__FGB76158|g__GGB52002|s__GGB52002_SGB72669|t__SGB72669	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__GGB52002|s__GGB52002_SGB72669|t__SGB72669	2|1239||||||
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB71647|s__GGB71647_SGB98403|t__SGB98403	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB71647|s__GGB71647_SGB98403|t__SGB98403	2|201174|84998|1643822|1643826|||
k__Bacteria|p__Firmicutes|c__CFGB76352|o__OFGB76352|f__FGB76352|g__GGB4562|s__GGB4562_SGB6297|t__SGB6297	k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4562|s__GGB4562_SGB6297|t__SGB6297	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB28875|s__GGB28875_SGB41555|t__SGB41555	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28875|s__GGB28875_SGB41555|t__SGB41555	2|1239|186801|186802|186803|||
k__Bacteria|p__Bacteroidetes|c__CFGB76014|o__OFGB76014|f__FGB76014|g__GGB80090|s__GGB80090_SGB1690|t__SGB1690	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1690|t__SGB1690	2|976|200643|171549|171552|838||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4559|s__GGB4559_SGB6293|t__SGB6293	k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4559|s__GGB4559_SGB6293|t__SGB6293	2|1239||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9595|s__GGB9595_SGB15019|t__SGB15019	k__Bacteria|p__Firmicutes|c__CFGB3035|o__OFGB3035|f__FGB3035|g__GGB9595|s__GGB9595_SGB15019|t__SGB15019	2|1239||||||
k__Bacteria|p__Bacteroidetes|c__CFGB540|o__OFGB540|f__FGB540|g__GGB79997|s__GGB79997_SGB1424|t__SGB1424	k__Bacteria|p__Bacteroidetes|c__CFGB540|o__OFGB540|f__FGB540|g__GGB1110|s__GGB1110_SGB1424|t__SGB1424	2|976||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB53990|s__GGB53990_SGB90778|t__SGB90778	k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB32152|o__OFGB32152|f__FGB32152|g__GGB53990|s__GGB53990_SGB90778|t__SGB90778	2157|2283796||||||
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28996|s__GGB28996_SGB41712|t__SGB41712	k__Bacteria|p__Firmicutes|c__CFGB9656|o__OFGB9656|f__FGB9656|g__GGB28996|s__GGB28996_SGB41712|t__SGB41712	2|1239||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_SGB40208|t__SGB40208	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB27792|s__GGB27792_SGB40208|t__SGB40208	2|976|200643|171549|171550|||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28828|s__GGB28828_SGB41484|t__SGB41484	k__Bacteria|p__Firmicutes|c__CFGB74522|o__OFGB74522|f__FGB74522|g__GGB28828|s__GGB28828_SGB41484|t__SGB41484	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB31626|o__OFGB31626|f__FGB31626|g__GGB4676|s__GGB4676_SGB6465|t__SGB6465	k__Bacteria|p__Firmicutes|c__CFGB10318|o__OFGB10318|f__FGB10318|g__GGB4676|s__GGB4676_SGB6465|t__SGB6465	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB76282|o__OFGB76282|f__FGB76282|g__GGB28993|s__GGB28993_SGB41708|t__SGB41708	k__Bacteria|p__Firmicutes|c__CFGB9656|o__OFGB9656|f__FGB9656|g__GGB28993|s__GGB28993_SGB41708|t__SGB41708	2|1239||||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB4648|t__SGB4648	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3480|s__GGB3480_SGB4648|t__SGB4648	2|1239|186801|186802|31979|||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB33512|s__GGB33512_SGB15202|t__SGB15202	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB33512|s__GGB33512_SGB15202|t__SGB15202	2|1239|186801|||||
k__Bacteria|p__Bacteroidetes|c__CFGB76005|o__OFGB76005|f__FGB76005|g__GGB1336|s__GGB1336_SGB1793|t__SGB1793	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__GGB1336|s__GGB1336_SGB1793|t__SGB1793	2|976|200643|171549|1853231|||
k__Bacteria|p__Firmicutes|c__CFGB76081|o__OFGB76081|f__FGB76081|g__GGB31851|s__GGB31851_SGB45230|t__SGB45230	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB78682|s__GGB78682_SGB45230|t__SGB45230	2|1239|186801|186802|31979|||
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__GGB77017|s__GGB77017_SGB104877|t__SGB104877	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__GGB79632|s__GGB79632_SGB104877|t__SGB104877	2|976|200643|171549|2005525|||
k__Bacteria|p__Proteobacteria|c__CFGB76657|o__OFGB76657|f__FGB76657|g__GGB7107|s__GGB7107_SGB10420|t__SGB10420	k__Bacteria|p__Proteobacteria|c__CFGB75380|o__OFGB75380|f__FGB75380|g__GGB7107|s__GGB7107_SGB10420|t__SGB10420	2|1224||||||
k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068|f__FGB3068|g__GGB30153|s__GGB30153_SGB43080|t__SGB43080	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB30153|s__GGB30153_SGB43080|t__SGB43080	2|1239|186801|186802||||
k__Bacteria|p__Proteobacteria|c__CFGB76404|o__OFGB76404|f__FGB76404|g__GGB68825|s__GGB68825_SGB92835|t__SGB92835	k__Bacteria|p__Proteobacteria|c__CFGB2404|o__OFGB2404|f__FGB2404|g__GGB68825|s__GGB68825_SGB92835|t__SGB92835	2|1224||||||
k__Bacteria|p__Firmicutes|c__CFGB1767|o__OFGB1767|f__FGB1767|g__GGB31600|s__GGB31600_SGB44941|t__SGB44941	k__Bacteria|p__Firmicutes|c__CFGB10318|o__OFGB10318|f__FGB10318|g__GGB31600|s__GGB31600_SGB44941|t__SGB44941	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB28877|o__OFGB28877|f__FGB28877|g__GGB28861|s__GGB28861_SGB41530|t__SGB41530	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28861|s__GGB28861_SGB41530|t__SGB41530	2|1239|186801|186802|186803|||
k__Bacteria|p__Actinobacteria|c__CFGB76462|o__OFGB76462|f__FGB76462|g__GGB80034|s__GGB80034_SGB61503|t__SGB61503	k__Bacteria|p__Actinobacteria|c__CFGB24868|o__OFGB24868|f__FGB24868|g__GGB44117|s__GGB44117_SGB61503|t__SGB61503	2|201174||||||
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28908|s__GGB28908_SGB41656|t__SGB41656	k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28949|s__GGB28949_SGB41656|t__SGB41656	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077|f__FGB76077|g__GGB28853|s__GGB28853_SGB41519|t__SGB41519	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28853|s__GGB28853_SGB41519|t__SGB41519	2|1239|186801|186802|31979|||
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter|s__Janibacter_SGB8778|t__SGB8778	k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Puniceicoccales|f__Puniceicoccaceae|g__GGB6131|s__GGB6131_SGB8778|t__SGB8778	2|74201|414999|415001|415002|||
k__Bacteria|p__Tenericutes|c__CFGB9119|o__OFGB9119|f__FGB9119|g__GGB31608|s__GGB31608_SGB66690|t__SGB66690	k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119|g__GGB31608|s__GGB31608_SGB66690|t__SGB66690	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB76786|o__OFGB76786|f__FGB76786|g__GGB3047|s__GGB3047_SGB47238|t__SGB47238	k__Bacteria|p__Firmicutes|c__CFGB4761|o__OFGB4761|f__FGB4761|g__GGB50912|s__GGB50912_SGB47238|t__SGB47238	2|1239||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4602|s__GGB4602_SGB6365|t__SGB6365	k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4602|s__GGB4602_SGB6365|t__SGB6365	2|1239||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_SGB14888|t__SGB14888	k__Bacteria|p__Firmicutes|c__CFGB9491|o__OFGB9491|f__FGB9491|g__GGB9491|s__GGB9491_SGB14888|t__SGB14888	2|1239||||||
k__Bacteria|p__Bacteria_unclassified|c__CFGB76099|o__OFGB76099|f__FGB76099|g__GGB54260|s__GGB54260_SGB75478|t__SGB75478	k__Bacteria|p__Bacteria_unclassified|c__CFGB73987|o__OFGB73987|f__FGB73987|g__GGB54260|s__GGB54260_SGB75478|t__SGB75478	2|||||||
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB9779|s__GGB9779_SGB15399|t__SGB15399	k__Bacteria|p__Firmicutes|c__CFGB3072|o__OFGB3072|f__FGB3072|g__GGB9779|s__GGB9779_SGB15399|t__SGB15399	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB37314|o__OFGB37314|f__FGB37314|g__GGB45293|s__GGB45293_SGB41002|t__SGB41002	k__Bacteria|p__Firmicutes|c__CFGB2838|o__OFGB2838|f__FGB2838|g__GGB28419|s__GGB28419_SGB41002|t__SGB41002	2|1239||||||
k__Bacteria|p__Bacteria_unclassified|c__CFGB76763|o__OFGB76763|f__FGB76763|g__GGB79973|s__GGB79973_SGB14341|t__SGB14341	k__Bacteria|p__Bacteria_unclassified|c__CFGB2989|o__OFGB2989|f__FGB2989|g__GGB9365|s__GGB9365_SGB14341|t__SGB14341	2|||||||
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB77713|s__GGB77713_SGB105121|t__SGB105121	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB78959|s__GGB78959_SGB105121|t__SGB105121	2|201174|84998|84999|84107|||
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae|g__GGB15850|s__GGB15850_SGB5785|t__SGB5785	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__GGB15850|s__GGB15850_SGB5785|t__SGB5785	2|1239|909932|1843488|909930|||
k__Bacteria|p__Spirochaetes|c__CFGB76758|o__OFGB76758|f__FGB76758|g__GGB80148|s__GGB80148_SGB69837|t__SGB69837	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema|s__Treponema_SGB69837|t__SGB69837	2|203691|203692|136|2845253|157||
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077|f__FGB76077|g__GGB28853|s__GGB28853_SGB41521|t__SGB41521	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28853|s__GGB28853_SGB41521|t__SGB41521	2|1239|186801|186802|31979|||
k__Archaea|p__Euryarchaeota|c__CFGB76116|o__OFGB76116|f__FGB76116|g__GGB27339|s__GGB27339_SGB39593|t__SGB39593	k__Archaea|p__Euryarchaeota|c__CFGB75080|o__OFGB75080|f__FGB75080|g__GGB27339|s__GGB27339_SGB39593|t__SGB39593	2157|28890||||||
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__GGB42900|s__GGB42900_SGB60120|t__SGB60120	k__Bacteria|p__Proteobacteria|c__CFGB2403|o__OFGB2403|f__FGB2403|g__GGB42900|s__GGB42900_SGB60120|t__SGB60120	2|1224||||||
k__Bacteria|p__Firmicutes|c__CFGB1494|o__OFGB1494|f__FGB1494|g__GGB28785|s__GGB28785_SGB41438|t__SGB41438	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28785|s__GGB28785_SGB41438|t__SGB41438	2|1239|186801|186802|186806|||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB79616|s__GGB79616_SGB4923|t__SGB4923	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB4923|t__SGB4923	2|1239|186801|186802|186803|||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4653|s__GGB4653_SGB6440|t__SGB6440	k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119|g__GGB4653|s__GGB4653_SGB6440|t__SGB6440	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB76642|o__OFGB76642|f__FGB76642|g__GGB75029|s__GGB75029_SGB47433|t__SGB47433	k__Bacteria|p__Firmicutes|c__CFGB74692|o__OFGB74692|f__FGB74692|g__GGB75029|s__GGB75029_SGB47433|t__SGB47433	2|1239||||||
k__Bacteria|p__Bacteroidetes|c__CFGB4448|o__OFGB4448|f__FGB4448|g__GGB1617|s__GGB1617_SGB2214|t__SGB2214	k__Bacteria|p__Bacteroidetes|c__CFGB654|o__OFGB654|f__FGB654|g__GGB1617|s__GGB1617_SGB2214|t__SGB2214	2|976||||||
k__Bacteria|p__Firmicutes|c__CFGB1787|o__OFGB1787|f__FGB1787|g__GGB74818|s__GGB74818_SGB47415|t__SGB47415	k__Bacteria|p__Firmicutes|c__CFGB4616|o__OFGB4616|f__FGB4616|g__GGB74818|s__GGB74818_SGB47415|t__SGB47415	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB9718|o__OFGB9718|f__FGB9718|g__GGB29149|s__GGB29149_SGB41874|t__SGB41874	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB29149|s__GGB29149_SGB41874|t__SGB41874	2|1239|186801|186802|186803|||
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus|s__Methanomassiliicoccus_SGB69035|t__SGB69035	k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Acidimicrobiales_unclassified|g__GGB49206|s__GGB49206_SGB69035|t__SGB69035	2|201174|84992|84993||||
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__GGB80093|s__GGB80093_SGB1810|t__SGB1810	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_SGB1810|t__SGB1810	2|976|200643|171549|815|909656||
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB3276|s__GGB3276_SGB4326|t__SGB4326	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3276|s__GGB3276_SGB4326|t__SGB4326	2|1239|186801|186802|186806|||
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB9085|s__GGB9085_SGB14013|t__SGB14013	k__Bacteria|p__Firmicutes|c__CFGB2838|o__OFGB2838|f__FGB2838|g__GGB9085|s__GGB9085_SGB14013|t__SGB14013	2|1239||||||
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_SGB6371|t__SGB6371	k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4604|s__GGB4604_SGB6371|t__SGB6371	2|1239||||||
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB45750|t__SGB45750	k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB129|o__OFGB129|f__FGB129|g__GGB40541|s__GGB40541_SGB45750|t__SGB45750	2157|2283796||||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB79104|s__GGB79104_SGB105821|t__SGB105821	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB79483|s__GGB79483_SGB105821|t__SGB105821	2|1239|186801|186802|216572|||
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Coprobacillus|s__Coprobacillus_SGB719|t__SGB719	k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_SGB719|t__SGB719	2157|28890|183925|2158|2159|2172||
k__Bacteria|p__Proteobacteria|c__CFGB76120|o__OFGB76120|f__FGB76120|g__GGB61943|s__GGB61943_SGB84076|t__SGB84076	k__Bacteria|p__Proteobacteria|c__CFGB75318|o__OFGB75318|f__FGB75318|g__GGB61943|s__GGB61943_SGB84076|t__SGB84076	2|1224||||||
k__Bacteria|p__Firmicutes|c__CFGB75970|o__OFGB75970|f__FGB75970|g__GGB30408|s__GGB30408_SGB43438|t__SGB43438	k__Bacteria|p__Firmicutes|c__CFGB74464|o__OFGB74464|f__FGB74464|g__GGB30408|s__GGB30408_SGB43438|t__SGB43438	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB6389|o__OFGB6389|f__FGB6389|g__GGB3132|s__GGB3132_SGB4145|t__SGB4145	k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB3132|s__GGB3132_SGB4145|t__SGB4145	2|1239||||||
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__GGB79666|s__GGB79666_SGB4173|t__SGB4173	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3160|s__GGB3160_SGB4173|t__SGB4173	2|1239|186801|186802|216572|||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28844|s__GGB28844_SGB41511|t__SGB41511	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41511|t__SGB41511	2|1239|186801|186802|186803|||
k__Bacteria|p__Firmicutes|c__CFGB76347|o__OFGB76347|f__FGB76347|g__GGB42690|s__GGB42690_SGB59894|t__SGB59894	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB42690|s__GGB42690_SGB59894|t__SGB59894	2|1239|186801|186802|186803|||
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_SGB6369|t__SGB6369	k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4604|s__GGB4604_SGB6369|t__SGB6369	2|1239||||||
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__GGB3493|s__GGB3493_SGB17107|t__SGB17107	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__GGB10554|s__GGB10554_SGB17107|t__SGB17107	2|201174|1760|85007|1653|||
